user_id,timestamp,login_hour,country,ip_address,device,resource,auth_method,session_duration,command_count,failed_attempts,label
user_006,2026-07-20 23:16:45.497127,23,India,159.26.36.88,Windows,Email,Password,42,4,0,Normal
user_010,2026-07-26 05:35:20.832022,5,India,69.88.27.95,Windows,Email,Password,37,5,0,Normal
user_003,2026-07-08 06:55:56.423700,6,India,62.198.247.161,Windows,Email,Password,31,5,0,Normal
user_002,2026-07-17 16:11:42.651380,16,India,25.161.38.139,Windows,Email,Password,50,8,0,Normal
user_008,2026-07-20 12:31:31.311217,12,Singapore,8.61.79.75,Windows,Email,Password,56,6,0,Impossible Travel
user_009,2026-07-12 17:59:10.719074,17,India,50.121.8.188,Windows,CRM,Password,23,10,0,Normal
user_006,2026-06-28 09:53:33.419606,9,India,159.193.206.223,Windows,CRM,Password,22,4,0,Normal
user_006,2026-07-10 21:04:31.491032,21,India,76.146.240.187,Windows,Email,Password,53,5,0,Normal
user_010,2026-07-20 07:29:32.700175,7,Singapore,114.80.65.203,Windows,CRM,Password,53,5,0,Impossible Travel
user_002,2026-07-12 07:32:31.060975,7,India,58.9.230.176,Windows,Email,Password,18,2,0,Normal
user_004,2026-07-15 13:31:15.595177,13,India,186.73.145.52,Windows,CRM,Password,34,10,0,Normal
user_001,2026-07-26 14:19:09.997087,14,India,187.21.177.85,Windows,Email,Password,59,10,0,Normal
user_009,2026-07-20 04:24:24.090822,4,India,89.30.236.56,Windows,CRM,Password,48,2,0,Normal
user_010,2026-07-03 12:38:46.916590,12,India,194.232.230.238,Windows,Email,Password,31,2,0,Normal
user_006,2026-07-11 11:17:25.166197,11,India,148.223.254.169,Windows,CRM,Password,38,7,0,Normal
user_008,2026-07-21 07:35:29.417672,7,India,22.28.21.162,Windows,CRM,Password,59,7,0,Normal
user_007,2026-07-22 18:20:35.949373,18,India,139.61.99.46,Windows,CRM,Password,15,10,0,Normal
user_002,2026-07-25 17:54:07.202580,17,India,91.255.81.27,Windows,Email,Password,37,3,0,Normal
user_002,2026-07-22 23:49:56.543095,23,India,79.233.50.29,Windows,CRM,Password,43,3,0,Normal
user_009,2026-07-18 12:14:21.412484,12,India,134.7.241.125,Windows,CRM,Password,30,4,0,Normal
user_004,2026-07-08 03:33:50.904128,3,India,26.205.211.167,Windows,Email,Password,33,9,0,Normal
user_009,2026-07-25 02:59:29.961408,2,India,118.242.122.101,Windows,CRM,Password,57,6,0,Normal
user_010,2026-07-23 02:35:36.017902,2,India,59.134.115.60,Windows,CRM,Password,45,10,0,Normal
user_009,2026-07-01 07:08:27.913638,7,India,67.10.218.83,Windows,CRM,Password,32,10,0,Normal
user_001,2026-07-15 11:21:28.518128,11,India,94.134.69.127,Windows,CRM,Password,53,4,0,Normal
user_005,2026-07-03 08:16:45.640522,8,India,37.10.113.39,Windows,CRM,Password,39,10,0,Normal
user_007,2026-07-12 09:37:52.993489,9,India,177.39.157.59,Windows,Email,Password,31,5,0,Normal
user_002,2026-07-03 05:21:06.788104,5,India,108.0.52.234,Windows,CRM,Password,55,9,0,Normal
user_006,2026-07-10 15:42:14.490618,15,India,114.129.15.166,Windows,Email,Password,17,2,0,Normal
user_007,2026-07-21 11:58:55.097674,11,India,116.190.123.129,Windows,CRM,Password,58,10,0,Normal
user_001,2026-07-21 05:31:26.532944,5,India,110.10.203.96,Windows,Email,Password,35,9,0,Normal
user_002,2026-07-21 15:25:41.105661,15,India,85.240.77.64,Windows,Email,Password,29,6,0,Normal
user_009,2026-07-19 10:07:01.212634,10,India,173.209.99.39,Windows,Email,Password,52,2,0,Normal
user_003,2026-06-30 04:46:09.954472,4,India,185.235.108.59,Windows,CRM,Password,32,5,0,Normal
user_010,2026-07-16 23:41:50.816963,23,India,21.68.92.241,Windows,CRM,Password,17,6,0,Normal
user_001,2026-07-16 14:09:56.964748,14,India,35.29.238.60,Windows,Email,Password,57,7,0,Normal
user_001,2026-06-27 06:44:21.126720,6,India,154.37.142.221,Linux,Email,Password,46,7,0,Device Spoofing
user_001,2026-07-25 20:51:40.248075,20,India,207.144.123.134,Windows,Email,Password,23,5,0,Normal
user_005,2026-07-19 14:29:46.748164,14,India,55.108.17.107,Windows,CRM,Password,38,10,0,Normal
user_009,2026-07-09 17:56:57.124502,17,India,200.215.221.214,Windows,Email,Password,58,4,0,Normal
user_001,2026-07-03 14:14:46.049717,14,India,141.203.163.101,Windows,Email,Password,29,2,13,Brute Force
user_001,2026-07-15 21:42:29.793469,21,India,150.83.157.136,Windows,Email,Password,35,8,0,Normal
user_006,2026-07-21 07:21:34.824795,7,India,175.254.61.216,Windows,CRM,Password,57,4,0,Normal
user_007,2026-07-21 19:32:18.680843,19,India,211.161.47.144,Windows,Email,Password,25,4,0,Normal
user_009,2026-07-17 18:10:18.586790,18,India,17.190.195.185,Windows,CRM,Password,17,6,0,Normal
user_009,2026-07-03 16:16:59.317290,16,India,42.53.213.179,Windows,Email,Password,41,3,0,Normal
user_009,2026-07-23 10:26:47.134028,10,India,77.22.180.3,Windows,Email,Password,38,3,0,Normal
user_010,2026-06-29 12:15:59.154994,12,India,4.139.157.237,Windows,CRM,Password,23,2,0,Normal
user_003,2026-06-30 17:46:13.312200,17,India,19.167.74.2,Windows,Email,Password,17,7,0,Normal
user_010,2026-07-05 07:53:15.528847,7,India,18.101.67.109,Windows,Email,Password,27,4,0,Normal
user_010,2026-07-22 11:42:56.572988,11,India,6.177.1.95,Windows,CRM,Password,30,5,0,Normal
user_002,2026-07-18 12:45:04.604764,12,India,106.49.2.33,Windows,CRM,Password,23,3,0,Normal
user_001,2026-07-26 17:00:39.199924,17,India,130.245.205.232,Windows,Email,Password,23,10,0,Normal
user_007,2026-07-03 21:55:06.623725,21,India,60.13.16.69,Windows,CRM,Password,52,10,0,Normal
user_009,2026-07-19 01:39:02.867227,1,India,171.244.14.105,Windows,Email,Password,38,4,0,Normal
user_009,2026-07-05 09:50:25.180630,9,India,132.83.165.82,Windows,Email,Password,29,9,0,Normal
user_002,2026-07-21 19:47:48.494390,19,India,165.210.44.236,Windows,Email,Password,36,6,0,Normal
user_010,2026-07-22 05:53:02.933577,5,India,209.83.89.223,Windows,Email,Password,25,6,0,Normal
user_004,2026-07-11 03:36:54.231768,3,India,133.218.245.62,Windows,Email,Password,33,6,0,Normal
user_004,2026-07-13 05:28:09.082651,5,India,70.142.99.94,Windows,CRM,Password,39,3,0,Normal
user_004,2026-06-27 05:58:48.541550,5,India,147.198.22.221,Windows,Email,Password,39,10,0,Normal
user_010,2026-07-17 07:40:57.666372,7,India,20.252.24.248,Windows,CRM,Password,18,2,0,Normal
user_001,2026-07-06 08:42:36.817492,8,India,172.106.124.49,Windows,CRM,Password,35,8,0,Normal
user_004,2026-07-02 07:14:41.760653,7,India,54.63.163.31,Windows,CRM,Password,59,3,0,Normal
user_007,2026-07-12 23:41:54.277014,23,India,65.96.243.231,Windows,Email,Password,34,5,0,Normal
user_008,2026-07-04 10:20:18.259825,10,India,197.17.202.16,Windows,Email,Password,42,10,0,Normal
user_008,2026-07-01 07:30:41.454963,7,India,53.114.11.222,Windows,CRM,Password,28,2,0,Normal
user_010,2026-07-06 22:46:09.651106,22,India,83.155.190.212,Windows,Email,Password,49,10,0,Normal
user_007,2026-07-01 01:42:53.565112,1,India,138.149.116.114,Windows,Email,Password,33,5,0,Normal
user_005,2026-07-15 20:55:45.829863,20,India,79.252.172.21,Windows,CRM,Password,49,10,0,Normal
user_003,2026-07-21 01:48:38.147079,1,India,218.13.145.19,Windows,Email,Password,19,2,0,Normal
user_002,2026-07-12 07:15:47.240671,7,India,166.23.13.128,Windows,Email,Password,33,7,0,Normal
user_003,2026-07-23 02:11:44.107628,2,India,145.15.234.252,Windows,Email,Password,19,2,0,Normal
user_004,2026-07-05 09:17:47.889284,9,India,69.73.62.25,Windows,Email,Password,51,8,0,Normal
user_007,2026-07-01 05:38:56.777803,5,India,25.37.233.85,Windows,Email,Password,19,10,0,Normal
user_002,2026-07-19 05:07:13.823608,5,India,148.190.116.195,Windows,CRM,Password,53,9,0,Normal
user_004,2026-07-22 00:11:25.977131,0,India,164.192.73.223,Windows,Email,Password,44,9,0,Normal
user_006,2026-07-08 17:37:33.867303,17,India,49.129.254.39,Windows,CRM,Password,23,4,0,Normal
user_003,2026-07-14 11:31:31.395976,11,India,155.13.99.109,Windows,CRM,Password,31,10,0,Normal
user_010,2026-07-10 02:52:00.357729,2,India,184.121.210.0,Windows,CRM,Password,18,10,0,Normal
user_006,2026-07-18 07:43:53.879040,7,India,55.32.206.152,Windows,CRM,Password,23,2,0,Normal
user_001,2026-07-06 07:31:36.528782,7,India,172.222.248.108,Windows,CRM,Password,52,6,0,Normal
user_004,2026-07-11 21:56:34.154790,21,India,17.21.152.10,Windows,CRM,Password,40,9,0,Normal
user_003,2026-07-09 07:00:13.944522,7,India,16.123.131.17,Windows,Email,Password,18,6,0,Normal
user_001,2026-07-26 18:01:52.187552,18,India,128.24.11.120,Windows,CRM,Password,25,2,0,Normal
user_010,2026-07-15 05:36:23.428586,5,India,120.49.180.100,Windows,Email,Password,21,8,0,Normal
user_008,2026-07-01 03:54:05.019832,3,India,68.131.115.88,Windows,Email,Password,60,2,0,Normal
user_004,2026-06-27 14:49:28.758202,14,India,74.245.14.241,Windows,Email,Password,54,4,0,Normal
user_006,2026-07-12 12:54:45.171663,12,India,178.21.242.188,Windows,Email,Password,35,3,0,Normal
user_008,2026-07-04 07:59:57.402645,7,India,37.35.70.236,Windows,CRM,Password,51,9,0,Normal
user_001,2026-07-03 19:40:31.717661,19,India,58.163.23.67,Windows,CRM,Password,38,2,0,Normal
user_009,2026-07-22 16:26:08.852603,16,India,104.241.220.168,Windows,Email,Password,46,3,0,Normal
user_006,2026-07-12 23:39:07.614549,23,India,157.124.19.152,Windows,CRM,Password,33,6,0,Normal
user_006,2026-07-04 02:23:19.692869,2,India,194.226.171.246,Windows,CRM,Password,17,5,0,Normal
user_008,2026-07-16 05:57:35.621346,5,India,92.223.100.192,Windows,Email,Password,31,6,0,Normal
user_004,2026-07-06 02:51:56.351919,2,India,40.87.112.236,Windows,CRM,Password,15,7,0,Normal
user_002,2026-07-03 23:36:15.350256,23,India,163.29.150.112,Windows,CRM,Password,59,7,0,Normal
user_008,2026-07-23 21:59:00.157408,21,India,158.34.3.225,Windows,CRM,Password,43,8,0,Normal
user_009,2026-06-30 17:39:22.839559,17,India,199.195.253.27,Windows,CRM,Password,43,4,0,Normal
user_007,2026-07-17 19:08:31.332357,19,India,169.38.238.8,Windows,CRM,Password,50,7,0,Normal
user_007,2026-07-16 08:57:02.304147,8,India,121.160.186.66,Windows,Email,Password,16,7,0,Normal
user_006,2026-07-01 05:24:52.559449,5,India,118.224.244.47,Windows,Email,Password,15,8,0,Normal
user_008,2026-07-24 14:39:19.898732,14,India,64.67.129.51,Windows,Email,Password,38,6,0,Normal
user_003,2026-07-23 19:33:29.016303,19,India,125.168.102.31,Windows,Email,Password,48,8,0,Normal
user_005,2026-07-20 17:44:20.059800,17,India,22.187.10.251,Windows,CRM,Password,41,6,0,Normal
user_008,2026-07-02 08:20:36.990080,8,India,23.83.101.37,Windows,Email,Password,50,4,0,Normal
user_005,2026-07-18 11:06:20.032791,11,India,91.165.151.20,Windows,CRM,Password,16,5,0,Normal
user_003,2026-07-22 23:26:57.413708,23,India,87.39.228.49,Windows,Email,Password,48,2,0,Normal
user_010,2026-07-13 04:58:24.527858,4,India,42.216.134.150,Windows,Email,Password,40,3,0,Normal
user_008,2026-07-09 10:57:24.614205,10,India,24.72.85.1,Windows,CRM,Password,56,2,0,Normal
user_002,2026-07-11 04:45:59.344524,4,India,88.193.198.30,Windows,Email,Password,49,6,0,Normal
user_009,2026-07-04 00:03:15.597188,0,India,94.182.98.152,Windows,CRM,Password,47,6,0,Normal
user_003,2026-07-20 09:52:06.276062,9,India,131.16.64.20,Windows,CRM,Password,44,7,0,Normal
user_001,2026-07-14 20:50:27.354503,20,India,162.15.244.100,Windows,CRM,Password,21,6,0,Normal
user_002,2026-07-11 09:32:59.914402,9,India,53.252.165.42,Windows,CRM,Password,56,3,0,Normal
user_006,2026-07-09 09:57:45.639885,9,India,107.160.200.251,Windows,CRM,Password,38,8,0,Normal
user_008,2026-07-03 19:01:43.507771,19,India,91.194.168.238,Windows,Email,Password,22,9,0,Normal
user_003,2026-07-25 20:10:06.747546,20,India,27.246.243.157,Windows,CRM,Password,16,2,0,Normal
user_003,2026-06-28 22:57:53.691323,22,India,2.16.152.239,Windows,Email,Password,47,7,0,Normal
user_009,2026-07-22 17:20:26.894507,17,India,147.206.154.66,Windows,Email,Password,27,5,0,Normal
user_001,2026-07-23 15:45:20.196770,15,India,141.177.23.102,Windows,Email,Password,24,8,0,Normal
user_009,2026-07-16 07:39:27.918016,7,India,159.58.147.2,Windows,CRM,Password,18,8,0,Normal
user_002,2026-07-23 11:49:26.634123,11,India,35.56.2.156,Windows,Email,Password,36,9,0,Normal
user_009,2026-07-16 06:46:03.338751,6,India,123.173.32.16,Windows,CRM,Password,29,4,0,Normal
user_004,2026-07-09 19:27:47.769913,19,India,121.70.21.11,Windows,Email,Password,28,5,0,Normal
user_006,2026-06-28 15:48:42.141472,15,India,6.181.80.234,Windows,Email,Password,59,5,0,Normal
user_004,2026-07-01 09:07:57.618772,9,India,59.53.11.69,Windows,CRM,Password,52,8,0,Normal
user_007,2026-07-05 13:32:29.631970,13,India,89.27.83.119,Windows,Email,Password,21,9,0,Normal
user_005,2026-06-27 18:19:31.835629,18,India,90.255.127.161,Windows,Email,Password,34,5,0,Normal
user_007,2026-07-23 22:33:42.085629,22,India,92.50.35.244,Windows,CRM,Password,44,3,0,Normal
user_001,2026-07-20 15:23:10.121428,15,India,142.186.221.169,Windows,Email,Password,32,3,0,Normal
user_002,2026-07-19 00:19:02.438364,0,India,190.195.4.210,Windows,Email,Password,60,6,0,Normal
user_007,2026-07-03 04:15:17.917265,4,India,136.33.220.85,Windows,Email,Password,17,7,0,Normal
user_010,2026-07-11 17:54:31.767552,17,India,51.59.202.86,Windows,Email,Password,55,10,0,Normal
user_004,2026-07-13 09:13:12.672583,9,India,211.106.199.180,Windows,CRM,Password,24,7,0,Normal
user_001,2026-07-24 13:39:07.380455,13,India,85.212.253.218,Windows,CRM,Password,43,10,0,Normal
user_005,2026-06-27 17:55:12.161569,17,India,103.31.44.123,Windows,Email,Password,40,4,0,Normal
user_003,2026-07-03 16:07:42.551553,16,India,173.143.76.34,Windows,Email,Password,51,3,0,Normal
user_007,2026-07-08 16:36:43.181506,16,India,85.140.127.243,Windows,CRM,Password,41,9,0,Normal
user_004,2026-06-29 23:57:13.088025,23,India,44.118.76.108,Windows,Email,Password,16,6,0,Normal
user_004,2026-07-01 14:29:30.465242,14,India,35.162.233.6,Windows,Email,Password,58,10,0,Normal
user_005,2026-07-03 17:36:49.365479,17,India,155.77.145.127,Windows,CRM,Password,28,4,0,Normal
user_004,2026-06-30 00:03:13.952389,0,India,162.204.139.61,Windows,Email,Password,23,8,0,Normal
user_008,2026-07-16 08:33:33.795647,8,India,68.177.242.26,Windows,Email,Password,47,4,0,Normal
user_001,2026-07-11 23:08:50.589883,23,India,77.85.81.235,Windows,CRM,Password,31,10,0,Normal
user_006,2026-07-12 11:42:41.504280,11,India,153.240.167.199,Windows,Email,Password,34,6,0,Normal
user_008,2026-06-29 19:44:50.970680,19,India,200.200.70.229,Windows,Email,Password,40,8,0,Normal
user_008,2026-07-26 11:25:25.727390,11,India,213.212.4.253,Windows,CRM,Password,28,5,0,Normal
user_004,2026-07-01 20:28:20.884995,20,India,97.131.1.252,Windows,CRM,Password,24,7,0,Normal
user_003,2026-07-25 05:51:26.671926,5,India,158.45.89.233,Windows,Email,Password,53,9,0,Normal
user_002,2026-07-13 00:08:17.799019,0,India,153.253.55.136,Windows,CRM,Password,45,7,0,Normal
user_006,2026-07-01 17:18:56.278153,17,India,200.219.146.219,Windows,CRM,Password,46,10,0,Normal
user_008,2026-07-23 12:06:07.063015,12,India,115.159.83.63,Windows,CRM,Password,30,9,0,Normal
user_004,2026-07-08 00:14:54.570513,0,India,139.135.11.241,Windows,CRM,Password,37,7,0,Normal
user_002,2026-06-27 13:11:05.880640,13,India,201.29.57.127,Windows,Email,Password,29,3,0,Normal
user_005,2026-07-22 18:26:28.650666,18,India,73.142.221.30,Windows,Email,Password,49,5,0,Normal
user_008,2026-07-26 08:29:50.534926,8,India,77.195.99.234,Windows,CRM,Password,26,8,0,Normal
user_006,2026-07-04 15:21:02.644866,15,India,7.40.139.26,Windows,Email,Password,30,2,0,Normal
user_005,2026-07-19 07:59:23.549997,7,India,104.143.161.183,Windows,Email,Password,44,2,0,Normal
user_010,2026-07-06 21:43:54.382412,21,India,112.162.140.72,Windows,Email,Password,35,7,0,Normal
user_003,2026-07-05 00:38:31.723878,0,India,53.168.47.177,Windows,Email,Password,30,8,0,Normal
user_006,2026-07-12 13:24:17.888503,13,India,191.217.193.76,Windows,CRM,Password,42,2,0,Normal
user_010,2026-07-05 06:44:09.008261,6,India,7.251.18.181,Windows,CRM,Password,39,2,0,Normal
user_005,2026-07-03 02:13:36.935929,2,India,66.88.72.76,Windows,CRM,Password,57,3,0,Normal
user_005,2026-07-08 00:22:23.328062,0,India,194.50.120.35,Windows,Email,Password,31,7,0,Normal
user_001,2026-07-14 20:43:50.181412,20,India,146.114.179.24,Linux,CRM,Password,15,3,0,Device Spoofing
user_003,2026-07-13 20:13:05.134063,20,India,186.56.137.189,Windows,CRM,Password,58,7,0,Normal
user_010,2026-07-01 19:07:39.099681,19,India,4.231.3.52,Windows,Email,Password,41,7,0,Normal
user_006,2026-07-03 13:23:39.902216,13,India,25.253.93.136,Windows,Email,Password,49,6,0,Normal
user_001,2026-07-21 11:46:50.475927,11,India,3.157.207.153,Windows,CRM,Password,25,3,0,Normal
user_010,2026-07-03 06:43:20.051753,6,India,152.176.104.46,Windows,CRM,Password,39,9,0,Normal
user_005,2026-07-19 00:53:45.436440,0,India,65.238.28.41,Windows,Email,Password,54,2,0,Normal
user_002,2026-07-20 13:50:36.168536,13,India,144.93.199.29,Windows,CRM,Password,60,6,0,Normal
user_003,2026-07-02 14:00:13.264266,14,India,74.126.11.34,Windows,CRM,Password,52,9,0,Normal
user_009,2026-07-15 21:43:06.211033,21,India,72.255.163.153,Windows,Email,Password,26,10,0,Normal
user_005,2026-07-06 06:14:43.675805,6,India,107.63.183.252,Windows,CRM,Password,50,7,0,Normal
user_009,2026-07-04 15:28:12.812634,15,India,98.48.167.182,Windows,CRM,Password,22,9,0,Normal
user_006,2026-07-09 05:50:17.243612,5,India,56.204.111.203,Windows,Email,Password,20,4,0,Normal
user_005,2026-07-23 02:09:13.606480,2,India,54.144.22.43,Windows,CRM,Password,39,2,0,Normal
user_003,2026-07-25 03:17:07.970035,3,India,81.225.162.167,Windows,CRM,Password,18,2,0,Normal
user_010,2026-07-23 03:41:58.135345,3,India,6.117.115.15,Windows,CRM,Password,15,8,0,Normal
user_010,2026-07-11 13:59:09.384290,13,India,80.7.99.77,Windows,CRM,Password,25,9,0,Normal
user_009,2026-07-03 00:28:14.262715,0,India,13.88.69.96,Windows,CRM,Password,26,9,0,Normal
user_002,2026-07-25 03:12:30.472672,3,India,45.53.254.140,Windows,Email,Password,47,8,0,Normal
user_007,2026-07-01 05:37:16.676230,5,India,176.221.4.61,Windows,CRM,Password,18,5,0,Normal
user_007,2026-07-20 04:07:27.327428,4,India,206.127.11.118,Windows,Email,Password,29,4,0,Normal
user_007,2026-07-23 16:48:14.052106,16,India,20.46.169.202,Windows,CRM,Password,23,10,19,Brute Force
user_009,2026-07-16 09:49:57.986697,9,India,38.123.87.81,Windows,CRM,Password,36,5,0,Normal
user_008,2026-07-08 19:26:45.935316,19,India,52.160.223.130,Windows,CRM,Password,46,2,0,Normal
user_008,2026-07-10 01:13:56.562151,1,India,48.100.80.78,Windows,CRM,Password,23,6,0,Normal
user_003,2026-07-09 17:44:34.628173,17,India,88.95.142.138,Windows,Email,Password,50,2,0,Normal
user_010,2026-07-20 23:19:36.770820,23,India,22.31.28.199,Windows,CRM,Password,50,5,0,Normal
user_006,2026-07-15 20:56:06.794982,20,India,194.137.114.180,Windows,CRM,Password,45,2,0,Normal
user_008,2026-07-01 02:52:36.214937,2,India,22.136.210.36,Windows,CRM,Password,20,4,0,Normal
user_006,2026-07-17 06:12:57.970059,6,India,54.119.28.136,Windows,CRM,Password,39,3,0,Normal
user_005,2026-07-15 23:14:55.272097,23,India,196.108.186.91,Windows,Email,Password,46,10,0,Normal
user_006,2026-06-29 07:15:11.590730,7,India,220.148.219.81,Windows,CRM,Password,48,10,0,Normal
user_010,2026-07-16 13:08:08.487535,13,India,63.17.155.202,Windows,Email,Password,32,2,0,Normal
user_010,2026-07-04 05:04:20.803437,5,India,64.101.253.33,Windows,CRM,Password,45,10,0,Normal
user_005,2026-07-14 11:35:38.621336,11,India,181.121.0.216,Windows,CRM,Password,41,5,0,Normal
user_009,2026-07-17 07:55:07.984429,7,India,152.213.239.0,Windows,Admin Panel,Password,41,32,0,Lateral Movement
user_007,2026-07-21 17:47:35.478212,17,India,73.138.161.183,Windows,Email,Password,15,10,0,Normal
user_005,2026-07-22 08:34:18.814633,8,India,191.12.237.216,Windows,Email,Password,22,6,0,Normal
user_005,2026-07-19 23:05:15.790556,23,India,58.194.11.187,Windows,CRM,Password,31,6,0,Normal
user_009,2026-06-30 05:45:03.630218,5,India,143.123.152.143,Windows,Email,Password,21,3,0,Normal
user_010,2026-07-16 11:39:47.927038,11,India,143.180.198.157,Windows,CRM,Password,44,2,0,Normal
user_010,2026-07-17 12:41:33.739785,12,India,153.114.141.87,Windows,Email,Password,50,6,0,Normal
user_002,2026-06-29 03:29:51.056587,3,India,69.203.156.2,Windows,Email,Password,19,9,0,Normal
user_001,2026-07-26 01:35:20.269385,1,India,45.96.220.107,Windows,CRM,Password,53,5,0,Normal
user_004,2026-07-08 06:06:07.420436,6,India,180.222.45.130,Windows,Email,Password,60,5,0,Normal
user_002,2026-07-23 15:58:55.434107,15,India,93.65.32.195,Windows,CRM,Password,59,5,0,Normal
user_010,2026-07-26 05:14:52.812146,5,India,104.141.142.158,Windows,CRM,Password,46,4,0,Normal
user_003,2026-07-14 21:08:10.887707,21,India,46.81.207.238,Windows,CRM,Password,58,4,0,Normal
user_003,2026-07-05 02:08:22.335662,2,India,14.195.97.88,Windows,Email,Password,23,8,0,Normal
user_008,2026-07-04 20:55:24.356323,20,India,21.4.215.207,Windows,CRM,Password,35,6,0,Normal
user_003,2026-07-11 00:11:42.501503,0,India,213.244.199.176,Windows,Email,Password,21,2,0,Normal
user_001,2026-07-20 07:29:59.710198,7,India,65.243.132.145,Windows,Email,Password,55,2,0,Normal
user_001,2026-07-10 00:09:03.371224,0,India,48.235.237.0,Windows,Email,Password,40,2,0,Normal
user_003,2026-06-28 13:12:19.904275,13,India,130.22.1.100,Windows,Email,Password,53,8,0,Normal
user_010,2026-07-13 22:18:22.068489,22,India,123.181.197.16,Windows,Email,Password,40,5,0,Normal
user_008,2026-07-16 13:54:41.464023,13,India,6.96.137.159,Windows,Email,Password,34,10,0,Normal
user_009,2026-07-17 10:11:40.827243,10,India,48.93.102.80,Windows,Email,Password,22,5,0,Normal
user_005,2026-07-10 08:13:55.157383,8,India,69.163.63.110,Windows,CRM,Password,50,6,0,Normal
user_005,2026-07-17 04:05:43.154149,4,India,141.229.34.130,Windows,Email,Password,59,6,0,Normal
user_002,2026-07-11 16:46:04.358733,16,India,116.119.36.88,Windows,Email,Password,57,4,0,Normal
user_004,2026-07-02 03:36:17.884081,3,India,23.149.160.108,Windows,Email,Password,46,2,0,Normal
user_004,2026-06-27 17:10:31.687772,17,India,97.40.250.182,Windows,Admin Panel,Password,50,58,0,Lateral Movement
user_006,2026-07-14 18:45:32.822701,18,India,196.192.235.117,Windows,CRM,Password,46,9,0,Normal
user_010,2026-07-09 11:28:39.528352,11,India,9.36.55.229,Windows,Email,Password,40,10,0,Normal
user_010,2026-07-17 22:10:46.686688,22,India,99.228.244.236,Windows,CRM,Password,22,3,0,Normal
user_010,2026-07-06 03:19:39.370111,3,India,177.152.89.15,Windows,CRM,Password,26,4,0,Normal
user_001,2026-07-26 17:06:10.963692,17,India,145.159.79.161,Windows,CRM,Password,18,9,0,Normal
user_002,2026-07-24 20:44:06.493747,20,India,100.2.136.16,Windows,Email,Password,15,4,0,Normal
user_002,2026-07-17 14:54:21.828886,14,India,101.246.227.60,Windows,Email,Password,18,10,0,Normal
user_003,2026-06-28 13:48:32.161656,13,India,172.91.239.237,Windows,CRM,Password,25,10,0,Normal
user_010,2026-07-07 07:27:39.889749,7,India,39.154.253.249,Windows,Email,Password,15,6,0,Normal
user_003,2026-07-10 16:08:14.519915,16,India,162.24.71.85,Windows,CRM,Password,58,3,0,Normal
user_009,2026-06-27 04:31:28.529659,4,India,203.40.212.211,Windows,Email,Password,19,7,0,Normal
